"table_name","variable_name","label","data_type","units","statistic","value","text_value"
"visits","triglycerides_mmol_L","Triglycerides at visit","continuous","mmol/L","Missing %",2.27357435706299,
"visits","triglycerides_mmol_L","Triglycerides at visit","continuous","mmol/L","Mean",1.62269832189169,
"visits","triglycerides_mmol_L","Triglycerides at visit","continuous","mmol/L","SD",0.672985406984261,
"visits","triglycerides_mmol_L","Triglycerides at visit","continuous","mmol/L","Median",1.5,
"visits","triglycerides_mmol_L","Triglycerides at visit","continuous","mmol/L","IQR",0.83,
"visits","triglycerides_mmol_L","Triglycerides at visit","continuous","mmol/L","Min",0.4,
"visits","triglycerides_mmol_L","Triglycerides at visit","continuous","mmol/L","Q1",1.14,
"visits","triglycerides_mmol_L","Triglycerides at visit","continuous","mmol/L","Q3",1.97,
"visits","triglycerides_mmol_L","Triglycerides at visit","continuous","mmol/L","Max",5.5,
"visits","crp_mg_L","C-reactive protein at visit","continuous","mg/L","Rows",10732,
"visits","crp_mg_L","C-reactive protein at visit","continuous","mg/L","Non-missing n",10357,
"visits","crp_mg_L","C-reactive protein at visit","continuous","mg/L","Missing n",375,
"visits","crp_mg_L","C-reactive protein at visit","continuous","mg/L","Missing %",3.49422288483041,
"visits","crp_mg_L","C-reactive protein at visit","continuous","mg/L","Mean",2.33669209230472,
"visits","crp_mg_L","C-reactive protein at visit","continuous","mg/L","SD",1.61783517093463,
"visits","crp_mg_L","C-reactive protein at visit","continuous","mg/L","Median",1.91,
"visits","crp_mg_L","C-reactive protein at visit","continuous","mg/L","IQR",1.63,
"visits","crp_mg_L","C-reactive protein at visit","continuous","mg/L","Min",0.14,
"visits","crp_mg_L","C-reactive protein at visit","continuous","mg/L","Q1",1.28,
"visits","crp_mg_L","C-reactive protein at visit","continuous","mg/L","Q3",2.91,
"visits","crp_mg_L","C-reactive protein at visit","continuous","mg/L","Max",20,
"visits","medication_adherence_pct","Medication adherence for treated participants","continuous","percent","Rows",10732,
"visits","medication_adherence_pct","Medication adherence for treated participants","continuous","percent","Non-missing n",5077,
"visits","medication_adherence_pct","Medication adherence for treated participants","continuous","percent","Missing n",5655,
"visits","medication_adherence_pct","Medication adherence for treated participants","continuous","percent","Missing %",52.6928811032426,
"visits","medication_adherence_pct","Medication adherence for treated participants","continuous","percent","Mean",82.4782351782549,
"visits","medication_adherence_pct","Medication adherence for treated participants","continuous","percent","SD",11.1168736090272,
"visits","medication_adherence_pct","Medication adherence for treated participants","continuous","percent","Median",83,
"visits","medication_adherence_pct","Medication adherence for treated participants","continuous","percent","IQR",16,
"visits","medication_adherence_pct","Medication adherence for treated participants","continuous","percent","Min",-5,
"visits","medication_adherence_pct","Medication adherence for treated participants","continuous","percent","Q1",75,
"visits","medication_adherence_pct","Medication adherence for treated participants","continuous","percent","Q3",91,
"visits","medication_adherence_pct","Medication adherence for treated participants","continuous","percent","Max",150,
"visits","self_rated_health","Self-rated health at visit","ordered categorical","none","Rows",10732,
"visits","self_rated_health","Self-rated health at visit","ordered categorical","none","Non-missing n",10732,
"visits","self_rated_health","Self-rated health at visit","ordered categorical","none","Missing n",0,
"visits","self_rated_health","Self-rated health at visit","ordered categorical","none","Missing %",0,
"visits","self_rated_health","Self-rated health at visit","ordered categorical","none","Levels observed",5,
"visits","self_rated_health","Self-rated health at visit","ordered categorical","none","Mode count",3300,
"visits","self_rated_health","Self-rated health at visit","ordered categorical","none","Mode percent",30.7491613865076,
"visits","self_rated_health","Self-rated health at visit","ordered categorical","none","Mode level",,"Fair"
"visits","living_status_at_visit","Living status at each observed visit","binary categorical","none","Rows",10732,
"visits","living_status_at_visit","Living status at each observed visit","binary categorical","none","Non-missing n",10732,
"visits","living_status_at_visit","Living status at each observed visit","binary categorical","none","Missing n",0,
"visits","living_status_at_visit","Living status at each observed visit","binary categorical","none","Missing %",0,
"visits","living_status_at_visit","Living status at each observed visit","binary categorical","none","Levels observed",1,
"visits","living_status_at_visit","Living status at each observed visit","binary categorical","none","Mode count",10732,
"visits","living_status_at_visit","Living status at each observed visit","binary categorical","none","Mode percent",100,
"visits","living_status_at_visit","Living status at each observed visit","binary categorical","none","Mode level",,"Alive"
"mortality_comorbidity","participant_id","Unique participant identifier","identifier","none","Rows",2400,
"mortality_comorbidity","participant_id","Unique participant identifier","identifier","none","Non-missing n",2400,
"mortality_comorbidity","participant_id","Unique participant identifier","identifier","none","Missing n",0,
"mortality_comorbidity","participant_id","Unique participant identifier","identifier","none","Missing %",0,
"mortality_comorbidity","participant_id","Unique participant identifier","identifier","none","Unique values",2400,
"mortality_comorbidity","participant_id","Unique participant identifier","identifier","none","Duplicate values",0,
"mortality_comorbidity","age_years","Age at recruitment copied from baseline","continuous","years","Rows",2400,
"mortality_comorbidity","age_years","Age at recruitment copied from baseline","continuous","years","Non-missing n",2400,
"mortality_comorbidity","age_years","Age at recruitment copied from baseline","continuous","years","Missing n",0,
"mortality_comorbidity","age_years","Age at recruitment copied from baseline","continuous","years","Missing %",0,
"mortality_comorbidity","age_years","Age at recruitment copied from baseline","continuous","years","Mean",70.64125,
"mortality_comorbidity","age_years","Age at recruitment copied from baseline","continuous","years","SD",8.44638625119999,
"mortality_comorbidity","age_years","Age at recruitment copied from baseline","continuous","years","Median",71,
"mortality_comorbidity","age_years","Age at recruitment copied from baseline","continuous","years","IQR",13,
"mortality_comorbidity","age_years","Age at recruitment copied from baseline","continuous","years","Min",51,
"mortality_comorbidity","age_years","Age at recruitment copied from baseline","continuous","years","Q1",64,
"mortality_comorbidity","age_years","Age at recruitment copied from baseline","continuous","years","Q3",77,
"mortality_comorbidity","age_years","Age at recruitment copied from baseline","continuous","years","Max",89,
"mortality_comorbidity","sex_at_birth","Recorded sex at birth copied from baseline","binary categorical","none","Rows",2400,
"mortality_comorbidity","sex_at_birth","Recorded sex at birth copied from baseline","binary categorical","none","Non-missing n",2400,
"mortality_comorbidity","sex_at_birth","Recorded sex at birth copied from baseline","binary categorical","none","Missing n",0,
"mortality_comorbidity","sex_at_birth","Recorded sex at birth copied from baseline","binary categorical","none","Missing %",0,
"mortality_comorbidity","sex_at_birth","Recorded sex at birth copied from baseline","binary categorical","none","Levels observed",2,
"mortality_comorbidity","sex_at_birth","Recorded sex at birth copied from baseline","binary categorical","none","Mode count",1203,
"mortality_comorbidity","sex_at_birth","Recorded sex at birth copied from baseline","binary categorical","none","Mode percent",50.125,
"mortality_comorbidity","sex_at_birth","Recorded sex at birth copied from baseline","binary categorical","none","Mode level",,"Male"
"mortality_comorbidity","imd_quintile","Index of Multiple Deprivation quintile copied from baseline","ordered integer","quintile","Rows",2400,
"mortality_comorbidity","imd_quintile","Index of Multiple Deprivation quintile copied from baseline","ordered integer","quintile","Non-missing n",2400,
"mortality_comorbidity","imd_quintile","Index of Multiple Deprivation quintile copied from baseline","ordered integer","quintile","Missing n",0,
"mortality_comorbidity","imd_quintile","Index of Multiple Deprivation quintile copied from baseline","ordered integer","quintile","Missing %",0,
"mortality_comorbidity","imd_quintile","Index of Multiple Deprivation quintile copied from baseline","ordered integer","quintile","Mean",3.02416666666667,
"mortality_comorbidity","imd_quintile","Index of Multiple Deprivation quintile copied from baseline","ordered integer","quintile","SD",1.40869069570671,
"mortality_comorbidity","imd_quintile","Index of Multiple Deprivation quintile copied from baseline","ordered integer","quintile","Median",3,
"mortality_comorbidity","imd_quintile","Index of Multiple Deprivation quintile copied from baseline","ordered integer","quintile","IQR",2,
"mortality_comorbidity","imd_quintile","Index of Multiple Deprivation quintile copied from baseline","ordered integer","quintile","Min",1,
"mortality_comorbidity","imd_quintile","Index of Multiple Deprivation quintile copied from baseline","ordered integer","quintile","Q1",2,
"mortality_comorbidity","imd_quintile","Index of Multiple Deprivation quintile copied from baseline","ordered integer","quintile","Q3",4,
"mortality_comorbidity","imd_quintile","Index of Multiple Deprivation quintile copied from baseline","ordered integer","quintile","Max",5,
"mortality_comorbidity","multimorbidity_count","Count of selected long-term conditions","count","conditions","Rows",2400,
"mortality_comorbidity","multimorbidity_count","Count of selected long-term conditions","count","conditions","Non-missing n",2400,
"mortality_comorbidity","multimorbidity_count","Count of selected long-term conditions","count","conditions","Missing n",0,
"mortality_comorbidity","multimorbidity_count","Count of selected long-term conditions","count","conditions","Missing %",0,
"mortality_comorbidity","multimorbidity_count","Count of selected long-term conditions","count","conditions","Mean",1.77958333333333,
"mortality_comorbidity","multimorbidity_count","Count of selected long-term conditions","count","conditions","SD",1.37056527761869,
"mortality_comorbidity","multimorbidity_count","Count of selected long-term conditions","count","conditions","Median",2,
"mortality_comorbidity","multimorbidity_count","Count of selected long-term conditions","count","conditions","IQR",2,
"mortality_comorbidity","multimorbidity_count","Count of selected long-term conditions","count","conditions","Min",0,
"mortality_comorbidity","multimorbidity_count","Count of selected long-term conditions","count","conditions","Q1",1,
"mortality_comorbidity","multimorbidity_count","Count of selected long-term conditions","count","conditions","Q3",3,
"mortality_comorbidity","multimorbidity_count","Count of selected long-term conditions","count","conditions","Max",9,
"mortality_comorbidity","frailty_index","Simplified frailty index","continuous","index","Rows",2400,
"mortality_comorbidity","frailty_index","Simplified frailty index","continuous","index","Non-missing n",2400,
"mortality_comorbidity","frailty_index","Simplified frailty index","continuous","index","Missing n",0,
"mortality_comorbidity","frailty_index","Simplified frailty index","continuous","index","Missing %",0,
"mortality_comorbidity","frailty_index","Simplified frailty index","continuous","index","Mean",0.2154875,
"mortality_comorbidity","frailty_index","Simplified frailty index","continuous","index","SD",0.083738685286465,
"mortality_comorbidity","frailty_index","Simplified frailty index","continuous","index","Median",0.21,
"mortality_comorbidity","frailty_index","Simplified frailty index","continuous","index","IQR",0.116,
"mortality_comorbidity","frailty_index","Simplified frailty index","continuous","index","Min",0.02,
"mortality_comorbidity","frailty_index","Simplified frailty index","continuous","index","Q1",0.155,
"mortality_comorbidity","frailty_index","Simplified frailty index","continuous","index","Q3",0.271,
"mortality_comorbidity","frailty_index","Simplified frailty index","continuous","index","Max",0.512,
"mortality_comorbidity","frailty_category","Frailty category","ordered categorical","none","Rows",2400,
"mortality_comorbidity","frailty_category","Frailty category","ordered categorical","none","Non-missing n",2400,
"mortality_comorbidity","frailty_category","Frailty category","ordered categorical","none","Missing n",0,
"mortality_comorbidity","frailty_category","Frailty category","ordered categorical","none","Missing %",0,
"mortality_comorbidity","frailty_category","Frailty category","ordered categorical","none","Levels observed",6,
"mortality_comorbidity","frailty_category","Frailty category","ordered categorical","none","Mode count",1226,
"mortality_comorbidity","frailty_category","Frailty category","ordered categorical","none","Mode percent",51.0833333333333,
"mortality_comorbidity","frailty_category","Frailty category","ordered categorical","none","Mode level",,"Mild frailty"
"mortality_comorbidity","chronic_kidney_disease","Simulated chronic kidney disease status","binary categorical","none","Rows",2400,
"mortality_comorbidity","chronic_kidney_disease","Simulated chronic kidney disease status","binary categorical","none","Non-missing n",2400,
"mortality_comorbidity","chronic_kidney_disease","Simulated chronic kidney disease status","binary categorical","none","Missing n",0,
"mortality_comorbidity","chronic_kidney_disease","Simulated chronic kidney disease status","binary categorical","none","Missing %",0,
"mortality_comorbidity","chronic_kidney_disease","Simulated chronic kidney disease status","binary categorical","none","Levels observed",2,
"mortality_comorbidity","chronic_kidney_disease","Simulated chronic kidney disease status","binary categorical","none","Mode count",1781,
"mortality_comorbidity","chronic_kidney_disease","Simulated chronic kidney disease status","binary categorical","none","Mode percent",74.2083333333333,
"mortality_comorbidity","chronic_kidney_disease","Simulated chronic kidney disease status","binary categorical","none","Mode level",,"No"
"mortality_comorbidity","atrial_fibrillation","Simulated atrial fibrillation history","binary categorical","none","Rows",2400,
"mortality_comorbidity","atrial_fibrillation","Simulated atrial fibrillation history","binary categorical","none","Non-missing n",2400,
"mortality_comorbidity","atrial_fibrillation","Simulated atrial fibrillation history","binary categorical","none","Missing n",0,
"mortality_comorbidity","atrial_fibrillation","Simulated atrial fibrillation history","binary categorical","none","Missing %",0,
"mortality_comorbidity","atrial_fibrillation","Simulated atrial fibrillation history","binary categorical","none","Levels observed",2,
"mortality_comorbidity","atrial_fibrillation","Simulated atrial fibrillation history","binary categorical","none","Mode count",2058,
"mortality_comorbidity","atrial_fibrillation","Simulated atrial fibrillation history","binary categorical","none","Mode percent",85.75,
"mortality_comorbidity","atrial_fibrillation","Simulated atrial fibrillation history","binary categorical","none","Mode level",,"No"
"mortality_comorbidity","previous_mi","Previous myocardial infarction history","binary categorical","none","Rows",2400,
"mortality_comorbidity","previous_mi","Previous myocardial infarction history","binary categorical","none","Non-missing n",2400,
"mortality_comorbidity","previous_mi","Previous myocardial infarction history","binary categorical","none","Missing n",0,
"mortality_comorbidity","previous_mi","Previous myocardial infarction history","binary categorical","none","Missing %",0,
"mortality_comorbidity","previous_mi","Previous myocardial infarction history","binary categorical","none","Levels observed",2,
"mortality_comorbidity","previous_mi","Previous myocardial infarction history","binary categorical","none","Mode count",2075,
"mortality_comorbidity","previous_mi","Previous myocardial infarction history","binary categorical","none","Mode percent",86.4583333333333,
"mortality_comorbidity","previous_mi","Previous myocardial infarction history","binary categorical","none","Mode level",,"No"
"mortality_comorbidity","previous_stroke_tia","Previous stroke or TIA history","binary categorical","none","Rows",2400,
"mortality_comorbidity","previous_stroke_tia","Previous stroke or TIA history","binary categorical","none","Non-missing n",2400,
"mortality_comorbidity","previous_stroke_tia","Previous stroke or TIA history","binary categorical","none","Missing n",0,
"mortality_comorbidity","previous_stroke_tia","Previous stroke or TIA history","binary categorical","none","Missing %",0,
"mortality_comorbidity","previous_stroke_tia","Previous stroke or TIA history","binary categorical","none","Levels observed",2,
"mortality_comorbidity","previous_stroke_tia","Previous stroke or TIA history","binary categorical","none","Mode count",2159,
"mortality_comorbidity","previous_stroke_tia","Previous stroke or TIA history","binary categorical","none","Mode percent",89.9583333333333,
"mortality_comorbidity","previous_stroke_tia","Previous stroke or TIA history","binary categorical","none","Mode level",,"No"
"mortality_comorbidity","copd","Simulated COPD status","binary categorical","none","Rows",2400,
"mortality_comorbidity","copd","Simulated COPD status","binary categorical","none","Non-missing n",2400,
"mortality_comorbidity","copd","Simulated COPD status","binary categorical","none","Missing n",0,
"mortality_comorbidity","copd","Simulated COPD status","binary categorical","none","Missing %",0,
"mortality_comorbidity","copd","Simulated COPD status","binary categorical","none","Levels observed",2,
"mortality_comorbidity","copd","Simulated COPD status","binary categorical","none","Mode count",2212,
"mortality_comorbidity","copd","Simulated COPD status","binary categorical","none","Mode percent",92.1666666666667,
"mortality_comorbidity","copd","Simulated COPD status","binary categorical","none","Mode level",,"No"
"mortality_comorbidity","cancer_history","Previous cancer diagnosis history","binary categorical","none","Rows",2400,
"mortality_comorbidity","cancer_history","Previous cancer diagnosis history","binary categorical","none","Non-missing n",2400,
"mortality_comorbidity","cancer_history","Previous cancer diagnosis history","binary categorical","none","Missing n",0,
"mortality_comorbidity","cancer_history","Previous cancer diagnosis history","binary categorical","none","Missing %",0,
"mortality_comorbidity","cancer_history","Previous cancer diagnosis history","binary categorical","none","Levels observed",2,
"mortality_comorbidity","cancer_history","Previous cancer diagnosis history","binary categorical","none","Mode count",2100,
"mortality_comorbidity","cancer_history","Previous cancer diagnosis history","binary categorical","none","Mode percent",87.5,
"mortality_comorbidity","cancer_history","Previous cancer diagnosis history","binary categorical","none","Mode level",,"No"
"mortality_comorbidity","dementia_cognitive_impairment","Dementia or cognitive impairment history","binary categorical","none","Rows",2400,
"mortality_comorbidity","dementia_cognitive_impairment","Dementia or cognitive impairment history","binary categorical","none","Non-missing n",2400,
"mortality_comorbidity","dementia_cognitive_impairment","Dementia or cognitive impairment history","binary categorical","none","Missing n",0,
"mortality_comorbidity","dementia_cognitive_impairment","Dementia or cognitive impairment history","binary categorical","none","Missing %",0,
"mortality_comorbidity","dementia_cognitive_impairment","Dementia or cognitive impairment history","binary categorical","none","Levels observed",2,
"mortality_comorbidity","dementia_cognitive_impairment","Dementia or cognitive impairment history","binary categorical","none","Mode count",2183,
"mortality_comorbidity","dementia_cognitive_impairment","Dementia or cognitive impairment history","binary categorical","none","Mode percent",90.9583333333333,
"mortality_comorbidity","dementia_cognitive_impairment","Dementia or cognitive impairment history","binary categorical","none","Mode level",,"No"
"mortality_comorbidity","polypharmacy_5plus","Taking five or more regular medicines","binary categorical","none","Rows",2400,
"mortality_comorbidity","polypharmacy_5plus","Taking five or more regular medicines","binary categorical","none","Non-missing n",2400,
"mortality_comorbidity","polypharmacy_5plus","Taking five or more regular medicines","binary categorical","none","Missing n",0,
"mortality_comorbidity","polypharmacy_5plus","Taking five or more regular medicines","binary categorical","none","Missing %",0,
"mortality_comorbidity","polypharmacy_5plus","Taking five or more regular medicines","binary categorical","none","Levels observed",2,
"mortality_comorbidity","polypharmacy_5plus","Taking five or more regular medicines","binary categorical","none","Mode count",1714,
"mortality_comorbidity","polypharmacy_5plus","Taking five or more regular medicines","binary categorical","none","Mode percent",71.4166666666667,
"mortality_comorbidity","polypharmacy_5plus","Taking five or more regular medicines","binary categorical","none","Mode level",,"No"
"mortality_comorbidity","care_home_resident","Simulated care-home residence","binary categorical","none","Rows",2400,
"mortality_comorbidity","care_home_resident","Simulated care-home residence","binary categorical","none","Non-missing n",2400,
"mortality_comorbidity","care_home_resident","Simulated care-home residence","binary categorical","none","Missing n",0,
"mortality_comorbidity","care_home_resident","Simulated care-home residence","binary categorical","none","Missing %",0,
"mortality_comorbidity","care_home_resident","Simulated care-home residence","binary categorical","none","Levels observed",2,
"mortality_comorbidity","care_home_resident","Simulated care-home residence","binary categorical","none","Mode count",2232,
"mortality_comorbidity","care_home_resident","Simulated care-home residence","binary categorical","none","Mode percent",93,
"mortality_comorbidity","care_home_resident","Simulated care-home residence","binary categorical","none","Mode level",,"No"
"mortality_comorbidity","mortality_risk_5y_pct","Predicted five-year mortality risk","continuous","percent","Rows",2400,
"mortality_comorbidity","mortality_risk_5y_pct","Predicted five-year mortality risk","continuous","percent","Non-missing n",2400,
"mortality_comorbidity","mortality_risk_5y_pct","Predicted five-year mortality risk","continuous","percent","Missing n",0,
"mortality_comorbidity","mortality_risk_5y_pct","Predicted five-year mortality risk","continuous","percent","Missing %",0,
"mortality_comorbidity","mortality_risk_5y_pct","Predicted five-year mortality risk","continuous","percent","Mean",7.907875,
"mortality_comorbidity","mortality_risk_5y_pct","Predicted five-year mortality risk","continuous","percent","SD",10.0626640435936,
"mortality_comorbidity","mortality_risk_5y_pct","Predicted five-year mortality risk","continuous","percent","Median",4.2,
"mortality_comorbidity","mortality_risk_5y_pct","Predicted five-year mortality risk","continuous","percent","IQR",7.025,
"mortality_comorbidity","mortality_risk_5y_pct","Predicted five-year mortality risk","continuous","percent","Min",0.4,
"mortality_comorbidity","mortality_risk_5y_pct","Predicted five-year mortality risk","continuous","percent","Q1",2.1,
"mortality_comorbidity","mortality_risk_5y_pct","Predicted five-year mortality risk","continuous","percent","Q3",9.125,
"mortality_comorbidity","mortality_risk_5y_pct","Predicted five-year mortality risk","continuous","percent","Max",60,
"mortality_comorbidity","died_during_followup","Died during five-year follow-up","binary categorical","none","Rows",2400,
"mortality_comorbidity","died_during_followup","Died during five-year follow-up","binary categorical","none","Non-missing n",2400,
"mortality_comorbidity","died_during_followup","Died during five-year follow-up","binary categorical","none","Missing n",0,
"mortality_comorbidity","died_during_followup","Died during five-year follow-up","binary categorical","none","Missing %",0,
"mortality_comorbidity","died_during_followup","Died during five-year follow-up","binary categorical","none","Levels observed",2,
"mortality_comorbidity","died_during_followup","Died during five-year follow-up","binary categorical","none","Mode count",2199,
"mortality_comorbidity","died_during_followup","Died during five-year follow-up","binary categorical","none","Mode percent",91.625,
"mortality_comorbidity","died_during_followup","Died during five-year follow-up","binary categorical","none","Mode level",,"No"
"mortality_comorbidity","death_month","Month of death after baseline","continuous","months","Rows",2400,
"mortality_comorbidity","death_month","Month of death after baseline","continuous","months","Non-missing n",201,
"mortality_comorbidity","death_month","Month of death after baseline","continuous","months","Missing n",2199,
"mortality_comorbidity","death_month","Month of death after baseline","continuous","months","Missing %",91.625,
"mortality_comorbidity","death_month","Month of death after baseline","continuous","months","Mean",32.6567164179104,
"mortality_comorbidity","death_month","Month of death after baseline","continuous","months","SD",14.7704626591106,
"mortality_comorbidity","death_month","Month of death after baseline","continuous","months","Median",34,
"mortality_comorbidity","death_month","Month of death after baseline","continuous","months","IQR",24,
"mortality_comorbidity","death_month","Month of death after baseline","continuous","months","Min",2,
"mortality_comorbidity","death_month","Month of death after baseline","continuous","months","Q1",21,
"mortality_comorbidity","death_month","Month of death after baseline","continuous","months","Q3",45,
"mortality_comorbidity","death_month","Month of death after baseline","continuous","months","Max",59,
"mortality_comorbidity","death_calendar_year","Approximate calendar year of death","integer","year","Rows",2400,
"mortality_comorbidity","death_calendar_year","Approximate calendar year of death","integer","year","Non-missing n",201,
"mortality_comorbidity","death_calendar_year","Approximate calendar year of death","integer","year","Missing n",2199,
"mortality_comorbidity","death_calendar_year","Approximate calendar year of death","integer","year","Missing %",91.625,
"mortality_comorbidity","death_calendar_year","Approximate calendar year of death","integer","year","Mean",2027.10447761194,
"mortality_comorbidity","death_calendar_year","Approximate calendar year of death","integer","year","SD",1.41563761279017,
"mortality_comorbidity","death_calendar_year","Approximate calendar year of death","integer","year","Median",2027,
"mortality_comorbidity","death_calendar_year","Approximate calendar year of death","integer","year","IQR",2,
"mortality_comorbidity","death_calendar_year","Approximate calendar year of death","integer","year","Min",2024,
"mortality_comorbidity","death_calendar_year","Approximate calendar year of death","integer","year","Q1",2026,
"mortality_comorbidity","death_calendar_year","Approximate calendar year of death","integer","year","Q3",2028,
"mortality_comorbidity","death_calendar_year","Approximate calendar year of death","integer","year","Max",2030,
"mortality_comorbidity","age_at_death","Age at death","continuous","years","Rows",2400,
"mortality_comorbidity","age_at_death","Age at death","continuous","years","Non-missing n",201,
"mortality_comorbidity","age_at_death","Age at death","continuous","years","Missing n",2199,
"mortality_comorbidity","age_at_death","Age at death","continuous","years","Missing %",91.625,
"mortality_comorbidity","age_at_death","Age at death","continuous","years","Mean",80.7208955223881,
"mortality_comorbidity","age_at_death","Age at death","continuous","years","SD",6.91349847718431,
"mortality_comorbidity","age_at_death","Age at death","continuous","years","Median",81.8,
"mortality_comorbidity","age_at_death","Age at death","continuous","years","IQR",10,
"mortality_comorbidity","age_at_death","Age at death","continuous","years","Min",62,
"mortality_comorbidity","age_at_death","Age at death","continuous","years","Q1",75.9,
"mortality_comorbidity","age_at_death","Age at death","continuous","years","Q3",85.9,
"mortality_comorbidity","age_at_death","Age at death","continuous","years","Max",92.5,
"mortality_comorbidity","primary_cause_of_death","Broad simulated primary cause of death","categorical","none","Rows",2400,
"mortality_comorbidity","primary_cause_of_death","Broad simulated primary cause of death","categorical","none","Non-missing n",2400,
"mortality_comorbidity","primary_cause_of_death","Broad simulated primary cause of death","categorical","none","Missing n",0,
"mortality_comorbidity","primary_cause_of_death","Broad simulated primary cause of death","categorical","none","Missing %",0,
"mortality_comorbidity","primary_cause_of_death","Broad simulated primary cause of death","categorical","none","Levels observed",8,
"mortality_comorbidity","primary_cause_of_death","Broad simulated primary cause of death","categorical","none","Mode count",2199,
"mortality_comorbidity","primary_cause_of_death","Broad simulated primary cause of death","categorical","none","Mode percent",91.625,
"mortality_comorbidity","primary_cause_of_death","Broad simulated primary cause of death","categorical","none","Mode level",,"Not applicable"
